Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
Far CryÂ® Primal,0,29.99,,74,0,0,0,0,28556,"Single-player,Steam Trading Cards,Partial Controller Support","Action,Adventure",
Mount Wingsuit,0,7.99,,0,0,0,0,25,0,"Single-player,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Leaderboards,Family Sharing","Action,Indie,Simulation,Sports",
Snail's Knock Out!,0,3.98,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Casual,Indie,Early Access",
OboStar,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,Strategy",
Idle Plant Game,0,0,,0,0,0,0,23,0,"Single-player,Steam Achievements,Steam Cloud","Casual,Simulation",
Dere-chat,0,0.99,,0,0,0,0,6,0,"Single-player,Family Sharing","Casual,Indie",
RPG Maker 3D Character Converter,0,9.99,,0,0,0,0,0,0,,"Animation & Modeling,Utilities,Game Development",
Hold Controller,0,3.6,,0,0,0,0,3,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,Racing,Simulation,Strategy,Early Access",
CraMagear,0,3.77,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Simulation",
Stayhome Simulator,0,0.49,,0,0,0,0,100,101,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Sports,Strategy",
7Swordsman,0,3.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,RPG,Strategy",
Panties Attack,0,3.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing",Casual,
Sir Lovelot,0,4.99,â€œSir Lovelot doesnâ€™t try to be anything itâ€™s not. And what it is is the story of one manâ€™s search for the perfect girl in a beautiful but dangerous pixelated world.â€ 9/10 â€“ Pure PlayStation â€œIts fantastic pixel art and familiar gameplay thatâ€™s both challenging and forgiving make this title worth your time!â€ 7.7 â€“ Xbox Tavern â€œSir Lovelot is a challenging platformer with precise controls and a gorgeous visual style.â€ 8/10 â€“ The Game Crater,0,0,0,0,20,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Indie",
Probo Rush,0,4.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Casual,Indie",
Vilmonic,0,14.99,"â€œSome people play Vilmonic and become scientists, and their accomplishments are magnificent. They do actual research, and build on each otherâ€™s discoveries.â€ Rock Paper Shotgun â€œIt's by all accounts a singular experience that rewards creativity and commitment above all else.â€ Pocket Gamer â€œVilmonic is a relaxing and enjoyable game with an amount of depth you may not expect at first glance.â€ Game Reactor",0,0,0,0,38,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation,Strategy",
Neeron: The Blade of Nature,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Free To Play,Indie,RPG",
Jack the Barbarian,0,1.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Adventure,Casual,Indie,RPG",
Adventure Delivery Service,0,0.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie",
VERz,0,12.99,,0,0,0,0,19,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Stats,Family Sharing","Adventure,Casual,Indie,Early Access",
Car Soccer World Cup,0,2.99,,0,0,0,0,8,0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Family Sharing","Action,Casual,Indie,Racing,Sports",
Dessert Storm,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Poppy Kart,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,Racing",
Mask of Fury,0,9.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Sports",
The First Class VR,0,6.99,â€œThe First Class VR is designed to be an interactive journey through history that puts players front and centre for significant events in the history of manned flight and space exploration.â€ VRFocus â€œThe First Class Recreates The Most Significant Moments In Aviation Historyâ€ UploadVR,0,0,0,0,11,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Trading Cards,Family Sharing","Indie,Simulation",
Star Warsâ„¢ Pinball VR,0,24.99,,0,0,0,0,17,165,"Single-player,Steam Achievements,Tracked Controller Support,VR Supported,Steam Cloud,Family Sharing",Simulation,
POOLS,0,9.79,â€œitâ€™s utterly compelling from beginning to endâ€ 8/10 â€“ GameSpew â€œa pretty extraordinary achievementâ€ 8/10 â€“ FandomWire â€œThere are some rooms in POOLS that feel almost directly lifted from my brain like Iâ€™m wandering into memories.â€ Kotaku,0,0,0,0,16,2753,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Adventure,
"I, AI",0,3.99,,0,0,0,0,23,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie",
The Mage,0,0.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie",
Sheepageddon,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie",
Resultarias Playtest,0,0,,0,0,0,0,0,0,,,
ZombCube,0,0,,0,0,0,0,16,0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards,Remote Play Together","Action,Indie,Free To Play",
Anon's Neko Waifus,0,3.99,,0,0,0,0,22,242,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,RPG",
Quirky Crystal RPG,0,0.99,,0,0,0,0,0,0,"Single-player,Captions available,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie,RPG",
Arcadie: Second-Born,0,7.99,,0,0,0,0,0,304,"Single-player,Steam Trading Cards,Family Sharing","Indie,RPG",
Cyberhunt,0,0.49,,0,0,0,0,500,1678,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie",
Mos Speedrun 2,0,3.99,"â€œSeriously, Mos Speedrun 2 comes loaded for bears. It's packed with features, it has secrets on secrets on secrets, and it will test your skills at exploration as well as speed, making it the best Sonic-style game since perhaps Freedom Planetâ€ 5/5 â€“ Touch Arcade â€œMOS Speedrun 2 is a fantastic speed running game.â€ 4/5 â€“ 148Apps â€œPhysmo has done an excellent job creating a fun platformer that can be played again and again!â€ 4.5/5 â€“ VideoGameNewsSource",0,0,0,0,58,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Indie",
The Black Grimoire: Cursebreaker,0,14.99,,0,0,0,0,0,201,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG,Early Access",
Zero Escape: The Nonary Games,0,29.99,,86,0,0,0,38,5153,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",Adventure,
The Last Orgasm,0,9.99,,0,0,0,0,21,218,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Action,Adventure",
ESTEN,0,0.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Indie",
GlassBox,0,3.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Strategy",
Alchemelee,0,4.99,,0,0,0,0,0,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie",
Periphery Online,0,4.99,,0,0,0,0,0,0,"Multi-player,MMO,PvP,Online PvP,Family Sharing","Indie,Massively Multiplayer,Strategy,Early Access",
Star Trapper FX,0,9.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Indie",
Interactivity: The Interactive Experience,0,3.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Family Sharing","Adventure,Indie",
Burg,0,0,,0,0,0,0,0,0,"Multi-player,PvP,Online PvP","Action,Casual,Free To Play,Indie",
The Little Trashmaid Puzzletime,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Monster Racing League,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Partial Controller Support","Casual,Racing,Strategy,Early Access",
Garshasp: Temple of the Dragon,0,4.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Indie",
Pow! 2,0,0.99,,0,0,0,0,100,0,"Single-player,Steam Achievements,Stats,Family Sharing","Casual,Indie,Simulation,Strategy",
Puzzle game for kids,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Hero Boy,0,4.99,,0,0,0,0,25,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",Indie,
The Witches Pond,0,0.59,,0,0,0,0,16,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Indie",
Arclight of City,0,6.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,RPG",
Kardashev Playtest,0,0,,0,0,0,0,0,0,,,
FIREFIGHTER,0,1.99,,0,0,0,0,7,0,"Single-player,Family Sharing","Action,Indie",
Small Kingdoms Prologue,0,0,,0,0,0,0,14,0,"Single-player,Steam Achievements","Simulation,Strategy,Free To Play",
Sensual Adventures - Episode 5,0,15.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
X-note,0,14.99,,0,0,0,0,0,0,"Single-player,Steam Trading Cards,Family Sharing","Adventure,Casual,Indie,Simulation",
Doors: Paradox,0,14.99,"â€œI personally really enjoyed playing it, and if I had just one criticism it would be that there isnâ€™t more of it.â€ The Escape Roomer â€œFires up your imagination and puzzle-solving skills in challenging but forgiving waysâ€ Pocket Gamer",0,0,0,0,30,967,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie",
Horror Story: Hallowseed,0,19.99,"â€œHorror Story: Hallowseed is a thrilling atmospheric horror indie game. Nice environnement, jumpscare, exploration to collect items and clues in a creppy house, A promising start! (game in ea)â€ Gaming Grandma â€œWith the gloomy graphics adding to the mise-en-scene behind the story, and with the creepy tone of the environment supported by haunting audio, Hallowseed cooks up a storm.â€ Rapid Reviews UK",0,0,0,0,12,222,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation",
Frag,0,5.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Indie,Strategy",
Sakura Bunny Girls,0,9.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing",Simulation,
MULTIPLAYER OBBY,0,0.69,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support,Family Sharing",Sports,
Hode,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,RPG",
THE VR CANYON,0,1.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Adventure,Casual,Indie,Simulation,Sports",
ANVIL Playtest,0,0,,0,0,0,0,0,0,,,
Tower Blitz,0,1.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Strategy",
Flight 787 - Advanced,0,0,"â€œFlight 787-Advanced, Enjoy The Game Perfectly Knowing All Its Featuresâ€ 9/10 â€“ MustTech News",0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing",Simulation,
Vitam Finire,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
Horizon Chase Turbo,0,19.99,"â€œI had a hell of a time with Horizon Chase Turbo. Of all of the retro revival games that have come out over the past few years, it is near the top of my personal list of favourites. I canâ€™t get enough of it... there is a real addicting 'one more race' quality to the game.â€ 8.5/10 â€“ Destructoid â€œThe best arcade-inspired racing game since Outrun 2006: Coast 2 Coast over a decade ago. Horizon Chase Turbo wears its Outrun influences proudly and offers up the same kind of pick up and play thrills, but with more content to sink your teeth into.â€ 4/5 â€“ Hardcore Gamer â€œFrom the looks of things, Horizon Chase Turbo nails the look and sound of this very specific era of racing games (early 90s). Gradient-heavy backdrops, track-side objects whizzing past at improbable speeds, and crashes merely slowing your car as it pirouettes through the air, before allowing you to resume your dash to the finish line.â€ Rock Paper Shotgun",76,0,0,0,48,3851,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing","Action,Casual,Indie,Racing,Sports",
ã¯ã¤ã‚‚ã®ãŒãŸã‚Š | Naive Novel,0,3.99,,0,0,0,0,9,0,"Single-player,Steam Achievements,Remote Play Together,Family Sharing","Adventure,Indie",
Mushy Playtest,0,0,,0,0,0,0,0,0,,,
Plant Gallery: A Short Botanic Experience,0,0,,0,0,0,0,3,0,Single-player,"Simulation,Free To Play",
Roopit and Boopit,0,2.99,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing","Casual,Strategy",
Offworld Trading Company,0,29.99,â€œOffworld Trading Company is a work of genius.â€ 5/5 â€“ Quarter to Three â€œThis isnâ€™t an RTS with the combat removed - itâ€™s Wall Street on a new frontier. It kept me engaged because every choice is part of an ongoing battle.â€ 88/100 â€“ PC Gamer â€œThe core mechanic â€“ the market that acts as a malleable foundation on which every other system is built â€“ is close to perfect.â€ Rock Paper Shotgun,78,0,0,0,255,3442,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor,Family Sharing","Indie,Simulation,Strategy",
Abasralsa,0,0.99,,0,0,0,0,0,391,"Single-player,Family Sharing","Action,Adventure",
Now I Am There,0,2.99,,0,0,0,0,20,0,"Single-player,Steam Achievements,Steam Leaderboards,Family Sharing","Action,Adventure,Indie",
å±±ä¸­é‡Žå±… Live In The Country,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG,Simulation",
è´¸æ˜“ä¸Žé©¬è½¦,0,2.99,,0,0,0,0,5,0,"Single-player,Family Sharing","Indie,RPG",
Making History II: The War of the World,0,14.99,"â€œ...a pinnacle of grand strategy, rippling with all the promise and depth inherent in the genre.â€ 4.5/5 â€“ Adrenaline Vault, November 2011 â€œWhether you are a history nut or just love the challenge of strategy games, this game will challenge you.â€ 4.5/5 â€“ Game Industry News, November 2011",38,0,0,0,1,314,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Workshop,Includes level editor,Family Sharing","Indie,Simulation,Strategy",
Bepuzzled Jigsaw Puzzle: Sweets,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Reimu's Weird little adventure,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG",
Jitsumi's Blue-Light Filter,0,0.99,â€œBlue light is no joke! It can mess up your sleep before bed and give you headaches. Using this program will help fix those issues with blue light. Easy to understand and use! Great for whole family!â€ Hookups,0,0,0,0,0,0,,"Software Training,Utilities",
Final Upgrade,0,13.39,,0,0,0,0,39,384,"Single-player,Steam Workshop,Steam Cloud,Family Sharing","Indie,Simulation,Strategy",
The Admin,0,1.99,,0,0,0,0,0,0,"Single-player,Steam Trading Cards,Family Sharing","Violent,Action,Adventure,Indie",
Arena Hero,0,9.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie,RPG,Strategy",
Seeker 2,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,Strategy",
Grave Chase,0,5.99,,0,0,0,0,56,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,Strategy",
Core Disruption Playtest,0,0,,0,0,0,0,0,0,VR Supported,,
å¹»æƒ³æžé­‚ Soul Fantasy,0,0,,0,0,0,0,0,0,Single-player,"Adventure,Free To Play,Indie,RPG",
KFZ,0,1.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie",
Tiger Soldier â… ,0,0,,0,0,0,0,0,0,"Single-player,Full controller support","Action,Casual,Indie",
Screaming Loaf,0,0.92,"â€œOnce you get your head around the bizarre concept, a wonderful indie game is waiting for you.â€ Fusion R Gamer â€œBehind the weirdness there is actually a really good and clever wacky puzzle platformer here and I think you're really gonna enjoy it.â€ Videogameiacs",0,0,0,0,6,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie",
ä¸Šå¤æ­¦ç¥žä¼ ,0,0,,0,0,0,0,0,0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Action,Free To Play,RPG",
In The Ember ä½™çƒ¬ä¹‹ä¸­,0,0.99,â€œè¿™æ˜¯ä¸€æ¬¾æ–‡å­—å†’é™©æ¸¸æˆï¼Œè®²è¿°äº†ä¸€æ®µæ¸©é¦¨çš„ç™¾åˆæ•…äº‹ã€‚æ¸¸æˆä½¿ç”¨RPGMAKERåˆ¶ä½œï¼Œä»¥å‰§æƒ…ä¸ºä¸»ï¼Œæ— æˆ˜æ–—å†…å®¹ï¼ŒåŒ…å«åˆ†æ”¯é€‰é¡¹å’Œæ”¶é›†ç³»ç»Ÿï¼Œå…±3ä¸ªç»“å±€ã€‚ æžå…¶ä½Žå»‰çš„å”®ä»·ï¼Œé•¿è¾¾åå‡ ä¸ªå°æ—¶çš„æ¸¸æˆæµç¨‹å¯è°“æ˜¯è¯šæ„æ»¡æ»¡ã€‚ç™¾åˆé¢˜æè™½ç„¶è€å¥—ï¼Œä½†æ•…äº‹æƒ…èŠ‚å’ŒèŠ‚å¥æŽ§åˆ¶çš„éžå¸¸å¥½ã€‚æ¸¸æˆä¸­çš„åœºæ™¯åˆ¶ä½œç»†èŠ‚ä¸°å¯Œï¼Œè‰²å½©æ­é…å’Œå…‰å½±æ•ˆæžœéƒ½å±žä¸Šä¹˜ï¼ŒåŠ ä¸Šç¾Žå¦™çš„éŸ³ä¹ï¼ŒçŽ©èµ·æ¥å¿ƒæƒ…èˆ’ç•…ï¼Œç¾Žä¸­ä¸è¶³çš„æ˜¯äººç‰©ç«‹ç»˜ç¨æ˜¾ç®€é™‹ã€‚â€ 8 â€“ å‘æ—¥è‘µæ¸¸æˆ,0,0,0,0,10,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,RPG",
